,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,content,timeElapsedInTurn,timeElapsedInTrial,eventType,practice
0,5ef78389ce2f7f58fcd0a350,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279369916.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,vertical,horizontal,,0,practice,place the red one 3 from the left and the blue 3 from the right,60567,60567,chatMessage,True
1,5ef783bace2f7f58fcd0a358,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279418484.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,vertical,horizontal,,0,practice,"close, but put the towers starting on the third blocks from each side
",20018,20018,chatMessage,True
2,5ef783e4ce2f7f58fcd0a35e,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279460649.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,0,0,put a blue block three from the left~~~ ,28166,28166,chatMessage,False
3,5ef78401ce2f7f58fcd0a365,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279489995.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,2,0,place a red block on top of the left side of the blue block and then another red on top of that red,21993,57512,chatMessage,False
4,5ef7842ace2f7f58fcd0a36e,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279530677.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,4,0,Now place a blue block on top of that that lines up with the bottom blue block,24789,98193,chatMessage,False
5,5ef78461ce2f7f58fcd0a37d,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279585887.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,6,0,"remove that last blue block, place it on top of the red blocks",29367,153402,chatMessage,False
6,5ef7848ace2f7f58fcd0a388,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279626687.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,8,0,"place a red block on the second grid from the right of the screen
",20695,194201,chatMessage,False
7,5ef784a8ce2f7f58fcd0a390,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279656348.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,10,0,now place another red block three more space to the left of that one,18272,223861,chatMessage,False
8,5ef784ccce2f7f58fcd0a39c,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279692807.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,0.0,12,0,"place two blue blocks next to each other connecting on top of the two red blocks
",20376,260321,chatMessage,False
9,5ef78501ce2f7f58fcd0a3ab,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279745969.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,0,0,place a blue block starting in the second grid from the left,38147,38147,chatMessage,False
10,5ef78519ce2f7f58fcd0a3b3,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279769783.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,2,0,"place another blue block directly to the right of it
",15959,61969,chatMessage,False
11,5ef78532ce2f7f58fcd0a3b9,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279794789.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,4,0,stack two red blocks on top of eachother on the left side of the first blue block,16323,86975,chatMessage,False
12,5ef78557ce2f7f58fcd0a3c2,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279831785.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,6,0,place a blue block starting in the 3rd grid from the right,18839,123971,chatMessage,False
13,5ef78573ce2f7f58fcd0a3c6,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279859287.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,8,0,stack two red blocks on top of eachother on top of the left side of that blue block,16311,151473,chatMessage,False
14,5ef78590ce2f7f58fcd0a3cf,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279888759.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,1.0,10,0,and place a blue block on top of those red blocks that is lined up with the bottom one,15289,180943,chatMessage,False
15,5ef785c6ce2f7f58fcd0a3dd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279942026.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2.0,0,0,Do the same L shape on the left side as last time with 2x blue and 2x red two spots from the left,36762,36762,chatMessage,False
16,5ef785f3ce2f7f58fcd0a3eb,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279987146.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2.0,2,0,"place a red block two from the right, then a gap of two and another red block then two blues connect",25957,81888,chatMessage,False
17,5ef78629ce2f7f58fcd0a3fd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280041237.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2.0,4,0,just place the other blue on on top of one of the red blocks,24476,135974,chatMessage,False
18,5ef78661ce2f7f58fcd0a410,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280097994.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3.0,0,1,"two blocks from the left place a red, then space of two and another red~~~ 2 blues on top of them",29943,29943,chatMessage,False
19,5ef78696ce2f7f58fcd0a425,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280150271.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3.0,2,1,"3 from the right place a blue, 2x red stacked on the left side of it, then another blue on top",23742,82221,chatMessage,False
20,5ef786d6ce2f7f58fcd0a448,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280214108.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4.0,0,1,tall c-shape again three from the left~~~ then tall L-shape two from the right,26475,26475,chatMessage,False
21,5ef78712ce2f7f58fcd0a469,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280274821.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4.0,2,1,"place the last blue to the right of the other blue block on the L
",21511,87196,chatMessage,False
22,5ef78751ce2f7f58fcd0a488,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280337869.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5.0,0,1,L in the same spot as last time~~~ Then the upsidedown U shape two from the left,26126,26126,chatMessage,False
23,5ef78786ce2f7f58fcd0a4a6,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280390383.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5.0,2,1,make the upside down U with 2x red and 2x blue,17748,78651,chatMessage,False
24,5ef787acce2f7f58fcd0a4bc,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280428517.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5.0,4,1,"place the last block anywhere, we missed this one",12764,116774,chatMessage,False
25,5ef787d5ce2f7f58fcd0a4dd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280469012.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6.0,0,2,L-shape with 2x blue and 2x red starting in the second grid from left,28175,28175,chatMessage,False
26,5ef787fbce2f7f58fcd0a4fe,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280507293.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6.0,2,2,Tall C-shape starting in the 3rd grid from the right,16094,66457,chatMessage,False
27,5ef78835ce2f7f58fcd0a52b,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280565026.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7.0,0,2,L-shape with 2x red and 2x Blue starting in the second grid from the left,22059,22059,chatMessage,False
28,5ef78855ce2f7f58fcd0a548,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280597588.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7.0,2,2,upsidedown U-shape starting in the second grid from the right,13392,54622,chatMessage,False
29,5ef7887dce2f7f58fcd0a565,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280637987.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8.0,0,2,tall c-shape starting in third grid from left,17387,17387,chatMessage,False
30,5ef788a0ce2f7f58fcd0a57d,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280672346.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8.0,2,2,upsidedown U-shape starting in the second grid from the right,16900,51751,chatMessage,False
31,5ef788c1ce2f7f58fcd0a594,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280705952.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9.0,0,3,tall c-shape starting in the third grid from the left,11288,11288,chatMessage,False
32,5ef788dbce2f7f58fcd0a5b1,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280731885.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9.0,2,3,Tall L-shape starting in the second grid from the right,12171,37228,chatMessage,False
33,5ef78901ce2f7f58fcd0a5c4,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280769828.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10.0,0,3,upsidedown U-shape starting in the second grid from the left,18762,18762,chatMessage,False
34,5ef78916ce2f7f58fcd0a5d4,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280790281.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10.0,2,3,tall C-shape starting in the third grid from the right,1488,39226,chatMessage,False
35,5ef7893cce2f7f58fcd0a5ec,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280828335.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11.0,0,3,upsidedown U-shape starting in the second grid from the left,14438,14438,chatMessage,False
36,5ef7894cce2f7f58fcd0a5fe,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280844699.0,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11.0,2,3,tall L-shape starting in the second grid from the right,1589,30802,chatMessage,False
0,5ef787b4ce2f7f58fcd0a4c3,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280436183.0,32EYX73OY49GNJOD0YLK3713S84RUF,vertical,horizontal,,0,practice,place one column 3 row 1,43137,43137,chatMessage,True
1,5ef787f8ce2f7f58fcd0a4f8,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280504481.0,32EYX73OY49GNJOD0YLK3713S84RUF,vertical,horizontal,,0,practice,"place blue block flat and two away from right side
",39034,39034,chatMessage,True
2,5ef78843ce2f7f58fcd0a536,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280579483.0,32EYX73OY49GNJOD0YLK3713S84RUF,vertical,horizontal,,2,practice,"place red blacks upright and 2 to the right 
",37334,114038,chatMessage,True
3,5ef78876ce2f7f58fcd0a55f,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280630134.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,0,0,place blue 1 to the right and flat,29997,29997,chatMessage,False
4,5ef788abce2f7f58fcd0a584,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280683155.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,2,0,place blue next to the previous one and a red on top of the first,26747,83011,chatMessage,False
5,5ef788d1ce2f7f58fcd0a5a6,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280721207.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,4,0,place another red on top of the previous red,17834,121069,chatMessage,False
6,5ef788f0ce2f7f58fcd0a5bb,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280752066.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,6,0,place one red 1 to the left of the far right,24862,151930,chatMessage,False
7,5ef78920ce2f7f58fcd0a5db,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280800661.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,8,0,place another red 2 to the left of the first red and then connect the two with blues,28645,200526,chatMessage,False
8,5ef7895cce2f7f58fcd0a60d,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280860946.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,0.0,10,0,place a red 3 to the left of first red ,19717,260812,chatMessage,False
9,5ef7899dce2f7f58fcd0a635,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280925412.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,0,0,place blue 3 to the right on left side,37174,37174,chatMessage,False
10,5ef789dcce2f7f58fcd0a654,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593280988055.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,2,0,place red above blue and 1 to the left,44225,99823,chatMessage,False
11,5ef78a15ce2f7f58fcd0a691,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281045505.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,4,0,place 1 red 1 to the left of the far right ,35947,157273,chatMessage,False
12,5ef78a3dce2f7f58fcd0a6b2,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281085416.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,6,0,place one blue one to the left of the far right above the red going leftward,30652,197185,chatMessage,False
13,5ef78a62ce2f7f58fcd0a6d2,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281122564.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,8,0,place another blue next to the previous blue going leftward,21079,234336,chatMessage,False
14,5ef78a9dce2f7f58fcd0a6f3,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281181242.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,10,0,place a blue next to the blue that is above the red blocks going leftward,43593,293011,chatMessage,False
15,5ef78ac0ce2f7f58fcd0a708,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281216990.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,1.0,12,0,do that again but above the previous,23742,328764,chatMessage,False
16,5ef78ae3ce2f7f58fcd0a71a,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281251284.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,0,0,place blue 1 to the right of the left side,20917,20917,chatMessage,False
17,5ef78b18ce2f7f58fcd0a72e,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281304277.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,2,0,place another blue next to that one rightward flat on same level,32841,73910,chatMessage,False
18,5ef78b5bce2f7f58fcd0a743,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281371080.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,4,0,place red tile 1 to the right on left side right above first blue ,39756,140716,chatMessage,False
19,5ef78b7fce2f7f58fcd0a753,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281407062.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,6,0,place another red above the previous red tile,21399,176694,chatMessage,False
20,5ef78b9fce2f7f58fcd0a75e,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281439679.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,8,0,place blue 3 to the left of the right side going leftward,27510,209316,chatMessage,False
21,5ef78bcbce2f7f58fcd0a76e,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281483646.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,10,0,place red tile above the right side of blue you just placed ,29126,253281,chatMessage,False
22,5ef78be0ce2f7f58fcd0a780,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281504840.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,12,0,place another red above the previous red you just placed,13744,274478,chatMessage,False
23,5ef78bf5ce2f7f58fcd0a785,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281525942.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,2.0,14,0,place blue above the red you just placed but point it rightward ,16255,295579,chatMessage,False
24,5ef78c1dce2f7f58fcd0a796,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281565979.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,0,1,place blue 2 to the right of the left going rightward ,30204,30204,chatMessage,False
25,5ef78c45ce2f7f58fcd0a7a7,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281605966.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,2,1,place red above the blue on the blues  left side ,28217,70190,chatMessage,False
26,5ef78c54ce2f7f58fcd0a7a9,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281620405.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,4,1,place another red above previous red,9026,84629,chatMessage,False
27,5ef78c75ce2f7f58fcd0a7b0,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281653448.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,6,1,place a blue above the red but point it rightward,28067,117664,chatMessage,False
28,5ef78c8cce2f7f58fcd0a7b3,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281676737.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,8,1,place blue 1 to the left on the right side ,15652,140963,chatMessage,False
29,5ef78cbace2f7f58fcd0a7bc,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281722525.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,10,1,place another blue next to that one flat against it going leftward,32158,186747,chatMessage,False
30,5ef78ce0ce2f7f58fcd0a7c5,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281760950.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,12,1,place a red above the previous blues ones left block tile ,31996,225180,chatMessage,False
31,5ef78cface2f7f58fcd0a7ca,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281786095.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,3.0,14,1,place another red above the previous red,12779,250324,chatMessage,False
32,5ef78d12ce2f7f58fcd0a7cf,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281810123.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,0,1,place red 1 to the right ,15464,15464,chatMessage,False
33,5ef78d2ece2f7f58fcd0a7d4,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281838441.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,2,1,place blue above red going rightward ,22076,43784,chatMessage,False
34,5ef78d49ce2f7f58fcd0a7dc,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281865347.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,4,1,place another blue next to previous blue on same level going rightward,21650,70693,chatMessage,False
35,5ef78d6fce2f7f58fcd0a7e4,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281903772.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,6,1,place a blue next to the blue that is above red going rightward,26528,109117,chatMessage,False
36,5ef78d9bce2f7f58fcd0a7ed,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281947052.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,8,1,place a blue 2 to the left of the far right going leftward,31766,152397,chatMessage,False
37,5ef78dbbce2f7f58fcd0a7f9,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593281979187.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,10,1,place red above blue left tile you just placed,24522,184535,chatMessage,False
38,5ef78de5ce2f7f58fcd0a804,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282021074.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,12,1,"no the other one, one more over to the left of the one you just placed",33461,226421,chatMessage,False
39,5ef78dfcce2f7f58fcd0a80e,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282044566.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,4.0,14,1,place another red above the previous one you just placed,15843,249916,chatMessage,False
40,5ef78e16ce2f7f58fcd0a814,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282070189.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,0,1,place red 1 to the right ,16532,16532,chatMessage,False
41,5ef78e46ce2f7f58fcd0a821,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282118293.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,2,1,place blues left tile above red going rightward ,35445,64635,chatMessage,False
42,5ef78e5ace2f7f58fcd0a825,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282138328.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,4,1,place another blue next to that blue going rightward,14501,84667,chatMessage,False
43,5ef78e8ace2f7f58fcd0a837,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282186289.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,6,1,no not flat on ground put one next to the blue that is 3 high,37055,132636,chatMessage,False
44,5ef78eaace2f7f58fcd0a844,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282218742.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,8,1,place another blue then above the previous,19128,165087,chatMessage,False
45,5ef78ec6ce2f7f58fcd0a84e,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282246210.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,10,1,place a blue 1 to the left going leftward,22797,192558,chatMessage,False
46,5ef78ef2ce2f7f58fcd0a867,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282290719.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,12,1,place a blue next to that one ,28303,237068,chatMessage,False
47,5ef78f0cce2f7f58fcd0a873,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282316844.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,5.0,14,1,stack 2 reds above the left blue tile,18158,263191,chatMessage,False
48,5ef78f29ce2f7f58fcd0a883,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282345511.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,6.0,0,2,place blue 1 to the right of left side,11335,11335,chatMessage,False
49,5ef78f57ce2f7f58fcd0a897,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282391806.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,6.0,2,2,place another blue next to that one,14660,57633,chatMessage,False
50,5ef78f73ce2f7f58fcd0a8a7,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282419114.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,6.0,4,2,place a red above the first blue left tile,15432,84940,chatMessage,False
51,5ef78f82ce2f7f58fcd0a8b2,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282434605.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,6.0,6,2,"place another one  above that one
",6691,100430,chatMessage,False
52,5ef78fa5ce2f7f58fcd0a8c2,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282469035.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,C,6.0,8,2,place a blue 2 to the left of right side,15500,134861,chatMessage,False
